Item ID	Item value	Change in Kuiper test statistic when item removed
CNTFR	16.6229091771857	0.06249999999999989
IL4R	2.13087119113206	-0.004166666666666763
CSF1	2.69962498244303	-0.004166666666666763
TNFRSF12A	2.1832382954939	-0.004166666666666763
IL1R1	2.2505830523773	-0.004166666666666763
ITGB3	2.67348964940366	-0.004166666666666763
PLA2G2A	2.9359905489774	-0.004166666666666763
STAT3	2.29582709911317	-0.004166666666666763
OSMR	2.34891847065068	-0.004166666666666763
TNFRSF1B	1.65389563580436	-0.004166666666666763
TNFRSF1A	2.20063229938197	-0.004166666666666763
IRF1	1.23617168631037	-0.004166666666666763
HMOX1	3.34241884000324	-0.004166666666666763
CD14	1.62945352548705	-0.004166666666666763
MYD88	0.912763934293146	0.00930865633405098
IL13RA1	3.87593637739094	0.018063230724487456
