Item ID	Item value	Change in Kuiper test statistic when item removed
LYN	4.44893551024876	-0.008522773238272108
FCER1G	2.37887152212168	-0.010822510822510512
HSPA5	3.94393165099091	-0.010822510822510512
KLK1	14.7920561117724	0.03679653679653716
TMPRSS6	13.5055810356886	0.03679653679653716
PLEK	3.15555060142101	-0.010822510822510512
SERPINE1	3.98772609404878	-0.010822510822510512
PLAUR	1.24596289674449	-0.010822510822510512
CBLB	2.93294547302454	-0.010822510822510512
GP1BA	14.3466239908833	0.03679653679653716
GATA3	16.3036898957967	0.03679653679653716
CP	3.0964663295324	-0.010822510822510512
DUSP6	3.04282005042251	-0.010822510822510512
CASP9	21.5823843269275	0.03679653679653716
CASP7	1.93709927832557	-0.010822510822510512
PLSCR1	2.50992256358284	-0.010822510822510512
COL4A2	3.23050810605282	-0.010822510822510512
CTSL	2.5689824400796	-0.010822510822510512
IRF1	1.23617168631037	-0.010822510822510512
IRF7	0.603357406547266	0.015544750834285526
TIMP1	2.79844592353264	-0.010822510822510512
HSPA1A	4.39374180822704	-0.010822510822510512
