Item ID	Item value	Change in Kuiper test statistic when item removed
SDC4	9.44855465914902	5.551115123125783E-16
SERPINE2	23.3369182875153	0.001461909918100468
SERPINE1	20.6704257543274	5.551115123125783E-16
TNFAIP3	12.5028682235177	5.551115123125783E-16
THBS2	23.3018324494809	5.551115123125783E-16
AREG	16.3268802712138	5.551115123125783E-16
SAT1	21.0676183652039	5.551115123125783E-16
THBS1	21.2063430361973	5.551115123125783E-16
SGCD	8.1495339668724	5.551115123125783E-16
BASP1	21.1776834932262	5.551115123125783E-16
GPC1	9.97290640217459	5.551115123125783E-16
SERPINH1	22.6516625056785	5.551115123125783E-16
TIMP1	22.8767817797169	5.551115123125783E-16
CCN1	16.1502016660043	5.551115123125783E-16
EDIL3	9.31950838406953	5.551115123125783E-16
PDLIM4	10.7580080529057	5.551115123125783E-16
JUN	15.9131694027589	5.551115123125783E-16
POSTN	7.7263984933969	5.551115123125783E-16
CADM1	7.35240919745447	0.015582887330935102
TNFRSF12A	20.3303667625329	5.551115123125783E-16
GADD45A	17.9168514546077	5.551115123125783E-16
ITGA2	22.6526789098429	5.551115123125783E-16
EMP3	22.5133897995476	5.551115123125783E-16
VEGFA	17.4629770176476	5.551115123125783E-16
GREM1	21.2719240762814	5.551115123125783E-16
SLC6A8	18.6909488364414	5.551115123125783E-16
COL7A1	8.63341637196399	5.551115123125783E-16
ID2	9.58821152940287	5.551115123125783E-16
SNAI2	12.7557697569905	5.551115123125783E-16
PTX3	22.2266696398616	5.551115123125783E-16
MATN2	10.1019220703251	5.551115123125783E-16
