Item ID	Item value	Change in Kuiper test statistic when item removed
JUN	21.9131694027589	0.06818181818181834
IL4R	3.25839367894795	-0.022727272727272596
TNFRSF12A	2.33036676253289	-0.022727272727272596
IL3RA	15.4046063875476	0.06818181818181834
STAT3	2.50755396247357	-0.022727272727272596
HMOX1	5.06511650990189	-0.022727272727272596
BAK1	2.31150254931449	-0.022727272727272596
ACVR1B	18.1686453979227	0.06818181818181834
IL2RG	5.42049342797088	-0.007919901141064667
OSMR	2.59369991740292	-0.022727272727272596
MYD88	2.22070206758531	-0.0189439193218901
IL13RA1	4.15338654398101	-0.022727272727272596
