Item ID	Item value	Change in Kuiper test statistic when item removed
IFITM3	3.65737186475104	-0.006605738467870714
BTG2	20.5628369365647	-0.006538633976927111
CDKN1A	21.040253963567	-0.006605738467870714
CDKN1B	17.4053621366473	0.023697291835159562
SLC20A1	23.5258847873055	-0.006605738467870714
BRCA1	9.77268535177781	0.023697291835159562
SAT1	3.06761836520386	-0.006605738467870714
CASP9	20.9666934061972	-0.006605738467870714
CASP7	1.80124796558313	-0.006605738467870714
GNA15	3.14556921656997	-0.006605738467870714
BCL2L11	21.3497145150117	-0.006605738467870714
CASP4	4.50956437440905	-0.006605738467870714
CASP1	6.66609236338702	0.023697291835159562
TNFSF10	3.21802084699898	-0.006605738467870714
HMOX1	5.06511650990189	0.0012415419565054986
PMAIP1	23.3223069169975	-0.006605738467870714
TIMP1	4.87678177971686	-0.006605738467870714
IER3	20.5984230901024	-0.006605738467870714
DFFA	3.89464087070999	-0.006605738467870714
JUN	21.9131694027589	-0.006605738467870714
TNFRSF12A	2.33036676253289	-0.006605738467870714
GADD45A	23.9168514546077	-0.006605738467870714
H1-0	16.0272786895358	0.023697291835159562
CDC25B	2.74253848941211	-0.006605738467870714
EREG	13.2581642832479	0.023697291835159562
SMAD7	19.1422671277743	0.022281639928699026
DNAJA1	3.13371924151863	-0.006605738467870714
ISG20	2.61162912171488	-0.006605738467870714
BMP2	15.414781715445	0.023697291835159562
WEE1	12.8499760630988	0.023697291835159562
DDIT3	22.0256985086469	-0.006605738467870714
RARA	19.1996647721448	0.022281639928699026
ATF3	22.8669219099441	-0.006605738467870714
BIRC3	2.95745883132372	-0.006605738467870714
