Item ID	Item value	Change in Kuiper test statistic when item removed
SERPINE2	21.4408221495199	-7.84313725490482E-4
ITGB3	20.6734896494037	-7.84313725490482E-4
COL12A1	20.9541747428793	-7.84313725490482E-4
SERPINE1	21.9877260940488	-7.84313725490482E-4
TNC	21.4215033351565	-7.84313725490482E-4
PLOD2	21.5797209680802	-7.84313725490482E-4
ENO2	20.9364261703561	-7.84313725490482E-4
FGF2	21.8343980910711	-7.84313725490482E-4
PVR	19.88612230072	-7.84313725490482E-4
SAT1	20.5787123675717	-7.84313725490482E-4
LOXL2	20.4766221174194	-7.84313725490482E-4
COMP	19.6902122251009	-7.84313725490482E-4
GLIPR1	22.1685922045572	0.006751774212359507
BASP1	19.8431116764375	-7.84313725490482E-4
TIMP1	20.7984459235326	-7.84313725490482E-4
TGM2	19.9585640523355	-7.84313725490482E-4
POSTN	7.92879889238591	0.019215686274509536
TNFRSF12A	20.1832382954939	-7.84313725490482E-4
TPM4	19.7219163037367	-7.84313725490482E-4
IGFBP4	20.5985118519786	-7.84313725490482E-4
PLAUR	19.2459628967445	-7.84313725490482E-4
EMP3	21.0087087427091	-7.84313725490482E-4
GREM1	20.3678637673533	-7.84313725490482E-4
VCAN	20.2486750252668	-7.84313725490482E-4
COL4A2	21.2305081060528	-7.84313725490482E-4
COL4A1	21.0301411283702	-7.84313725490482E-4
CDH11	20.9024019335183	-7.84313725490482E-4
COL6A3	21.2806201517864	-7.84313725490482E-4
GAS1	7.58665825094842	0.019215686274509536
ITGA5	20.6662453693366	-7.84313725490482E-4
NNMT	19.7852116399501	-7.84313725490482E-4
THY1	20.2203645009273	-7.84313725490482E-4
THBS2	20.597495813084	-7.84313725490482E-4
FSTL1	20.0262353761483	-7.84313725490482E-4
THBS1	20.0710735336842	-7.84313725490482E-4
FSTL3	19.4302086352749	-7.84313725490482E-4
NT5E	20.9255155799826	-7.84313725490482E-4
ABI3BP	20.7552583697897	-7.84313725490482E-4
SERPINH1	21.364874580332	-7.84313725490482E-4
MSX1	18.5346054953002	0.00885557800135528
MEST	21.2206522486906	-7.84313725490482E-4
IL32	21.3315943847786	-7.84313725490482E-4
VCAM1	20.1065163189095	-7.84313725490482E-4
PRRX1	21.6321062298278	-7.84313725490482E-4
GADD45A	18.713196691098	0.00885557800135528
INHBA	20.1160088826642	-7.84313725490482E-4
VEGFA	19.4548295767688	-7.84313725490482E-4
DAB2	20.840638747015	-7.84313725490482E-4
CALU	21.5291765388142	-7.84313725490482E-4
PTX3	20.1689585161377	-7.84313725490482E-4
FERMT2	20.5706703809013	-7.84313725490482E-4
