Item ID	Item value	Change in Kuiper test statistic when item removed
ERO1A	20.0859544125972	-0.0024630541871919487
PRPS1	20.3281107207122	-0.0024630541871919487
B4GALT1	18.0776349338097	0.012577252624983104
PLOD2	21.5797209680802	-0.0024630541871919487
ENO1	20.8493925377815	-0.0024630541871919487
PYGL	21.0421962551843	-0.0024630541871919487
ENO2	20.9364261703561	-0.0024630541871919487
CACNA1H	8.52297027087582	0.03325123152709375
LDHA	20.0811353526098	-0.0024630541871919487
NT5E	20.9255155799826	-0.0024630541871919487
CHST12	8.06838668213423	0.03325123152709375
STC2	18.4386022973019	0.008484191587784906
PGK1	21.0088953100269	-0.0024630541871919487
ME2	21.8412919976103	-0.0024630541871919487
SLC16A3	19.4593939454507	-0.0024630541871919487
IL13RA1	21.8759363773909	-0.0024630541871919487
TPI1	20.5357899699958	-0.0024630541871919487
HSPA5	21.9439316509909	-0.0024630541871919487
VEGFA	19.4548295767688	-0.0024630541871919487
ISG20	19.197511689552	-0.0024630541871919487
VCAN	20.2486750252668	-0.0024630541871919487
ELF3	22.6349050682128	-0.0024630541871919487
P4HA1	19.8183035916746	-0.0024630541871919487
DDIT4	21.1716005161552	-0.0024630541871919487
RRAGD	20.5178902095521	-0.0024630541871919487
PKP2	22.780920327802	0.0036209149623581682
ANGPTL4	20.3289235182662	-0.0024630541871919487
MET	19.6063681516766	-0.0024630541871919487
PFKP	19.7343307110102	-0.0024630541871919487
