gene_id,gene_name,rel_amp_PROTECTED,rel_amp_EXPOSED,abs_amp_PROTECTED,abs_amp_EXPOSED,phase_hour_PROTECTED,phase_hour_EXPOSED,average_mesor_PROTECTED,average_mesor_EXPOSED,p_PROTECTED,p_EXPOSED,bh_q_PROTECTED,bh_q_EXPOSED,differentially_rhythmic
ENSG00000006327,TNFRSF12A,0.469197453726431,0.562446011862629,16.0746525676698,19.160385097381,2.33036676253289,2.1832382954939,34.2598887525981,34.0661764743043,0.00427695452610053,0.000137442580029053,0.0119244131220657,0.00111929832061868,FALSE
ENSG00000008517,IL32,0.241900506224295,0.219005703471304,2.52956113416616,2.184310289604,4.39695177901906,3.33159438477856,10.4570311722321,9.97375983813229,0.0269130591916498,0.0109614354338547,0.053934237695495,0.0299518100998253,FALSE
ENSG00000011422,PLAUR,0.242937373996649,0.446515897969985,1.56058624192872,4.27621372450648,1.38685637687115,1.24596289674449,6.4238211529785,9.57684540225247,0.0816979672564905,0.0028418079224772,0.134502356390191,0.0105760031635969,FALSE
ENSG00000019549,SNAI2,0.231339842098087,0.146820471345845,11.5961643946391,6.52947901350401,18.7557697569905,20.0389406796257,50.1261014508795,44.4725381525538,0.0145386384357572,0.102946293069952,0.0326510642773866,0.168032543598871,FALSE
ENSG00000038427,VCAN,0.228636572041639,0.498681713776628,11.6109404947379,42.6851418432101,4.44228812922161,2.24867502526677,50.7833912617591,85.595963645721,0.108807201267127,7.16918596916906e-06,0.170696258041582,0.0001435103021212,TRUE
ENSG00000041982,TNC,0.265966972920278,0.438694761746437,22.916957460799,38.4562510433015,3.26418988799723,3.42150333515655,86.1646737907875,87.6606114242343,0.0328638575796474,5.50301273488546e-05,0.0635418864923694,0.000578592361626149,FALSE
ENSG00000063660,GPC1,0.205222870223712,0.125825770564259,68.1401464654691,34.6836397436483,15.9729064021746,15.4305445883534,332.029984724364,275.648140981862,1.31574815649166e-06,0.00310858848083357,2.14773498162402e-05,0.011365349441359,FALSE
ENSG00000070404,FSTL3,0.181466549812356,0.458731646823155,6.66039431178426,30.9113647711557,22.124646183844,1.43020863527489,36.7031517305607,67.3844174153353,0.474151929610559,0.00128980161230766,0.5562698696306,0.0058640597546806,FALSE
ENSG00000073008,PVR,0.186293263600712,0.2355033750218,3.58460879556692,4.9285892382892,2.58442890541843,1.88612230071997,19.2417520971125,20.9278921706875,0.000415915117714653,2.54455451379718e-05,0.00184560395671988,0.000339391864615664,FALSE
ENSG00000073712,FERMT2,0.119682861230668,0.319952088111029,3.76609881885688,12.1399904338557,17.0580448774652,2.57067038090129,31.4673193816648,37.9431511309372,0.855708404649501,0.000954477940184312,0.883551872361643,0.00467916929297649,FALSE
ENSG00000102265,TIMP1,0.455276054884274,0.539443769449863,23.2781701572766,39.3222633117586,4.87678177971686,2.79844592353264,51.129792370024,72.8940911707264,0.00442541188985147,1.88782730841616e-06,0.0122697447039434,5.87579426346223e-05,FALSE
ENSG00000105664,COMP,0.25207004333877,0.399900006389844,5.64015586560319,12.4360682682312,23.0683479425691,1.69021222510086,22.3753516716903,31.0979446599655,0.0616271232129191,1.32611182524409e-05,0.10677297215731,0.000215337767872644,FALSE
ENSG00000106366,SERPINE1,0.587562878641354,0.790564170354899,4.9770154392715,8.94393694046198,2.67042575432736,3.98772609404878,8.47060905341749,11.3133598458515,0.0121192542728227,0.0028485048103485,0.0280667075276458,0.0105914440935767,FALSE
ENSG00000106484,MEST,0.294844694628141,0.429284398044923,4.46980360260291,7.41806966663358,12.8285985209513,3.22065224869062,15.1598576607941,17.2800821562989,0.685360851017921,0.00468417636320351,0.740165700206816,0.0155693932370765,FALSE
ENSG00000109321,AREG,0.945117746361732,0.621192052955212,10.2395696305335,9.06310503851389,22.3268802712138,21.5366371526902,10.8341734878549,14.5898599239925,0.0147903523042297,0.157124978973083,0.0331209343842789,0.233914959146869,FALSE
ENSG00000111674,ENO2,0.195118748980839,0.320796838497503,3.27736711360618,6.86155831725414,23.4882184172696,2.93642617035608,16.7967821171712,21.3891082885705,0.00605235770327203,0.000384803734223728,0.0159440120231317,0.00237333697799412,TRUE
ENSG00000111799,COL12A1,0.0125914477712032,0.217062545337298,1.36004531646257,29.0683561333073,17.3359135590509,2.95417474287934,108.013418407135,133.916959686146,0.992249162034196,0.00100326874987805,0.994162392522572,0.00484388872618243,FALSE
ENSG00000112715,VEGFA,0.379196300293158,0.4756295660971,34.5520794706816,50.8313960539653,23.4629770176476,1.45482957676877,91.1192420494852,106.871817223381,0.0057186726423039,0.000743445882276096,0.0152030625713434,0.00388579781972556,FALSE
ENSG00000114270,COL7A1,0.295996510540452,0.190475275808705,121.562793014302,71.3352195604094,14.633416371964,15.7719077595867,410.689953041485,374.511701098949,5.13716996063915e-05,0.00640086480077685,0.000351394518215784,0.0196953330694518,FALSE
ENSG00000115738,ID2,0.242337360891931,0.125771340320342,13.1572686862075,6.98691047104759,15.5882115294029,17.3079454880449,54.2931912676678,55.5524847970274,0.00139868248285631,0.0896394923453157,0.00489971046171376,0.150416322529391,FALSE
ENSG00000116132,PRRX1,0.149277352736597,0.210289298505313,5.45886756388874,12.0660460192051,6.12264683493351,3.63210622982778,36.5686252054659,57.3783169422682,0.381875264363751,0.00596101985848631,0.472111412579427,0.0186502455231266,FALSE
ENSG00000116717,GADD45A,0.242674306338223,0.325992721066175,12.1135390459692,20.6914575142214,23.9168514546077,0.713196691097973,49.9168586438079,63.4721457784363,0.000888868946073882,0.0047629004064046,0.00340869760962097,0.0157554724053771,FALSE
ENSG00000118503,TNFAIP3,0.49895029490121,0.225115714776473,22.0485899560523,8.56752836117748,18.5028682235177,21.7695271121899,44.1899527495376,38.0583308885591,0.0024514244456834,0.152606751281992,0.00762386889329617,0.228748937276603,FALSE
ENSG00000122641,INHBA,0.237356538190364,0.335497952468754,1.80519364149861,3.94306422252427,0.559684432468512,2.11600888266416,7.60540937806738,11.7528711978995,0.046095216016297,0.00284632713661955,0.0838223153892154,0.0105865033464904,FALSE
ENSG00000124145,SDC4,0.200222885152948,0.0416626306421026,40.2643838964158,6.53005176395062,15.448554659149,8.23180103295355,201.097810900379,156.736424544244,1.25559781417554e-05,0.587628067798154,0.000117822944709474,0.655425242242266,TRUE
ENSG00000128595,CALU,0.145479712028215,0.244165203008455,10.7507472902587,20.3716273199097,5.92254208335961,3.52917653881421,73.8986016701325,83.433786096065,0.0637265794401125,1.92317639759995e-06,0.109724447355742,5.8801329975344e-05,FALSE
