gene_id,gene_name,rel_amp,abs_amp,phase_hour,average_mesor,p,bh_q
ENSG00000001167,NFYA,0.39845650160788,9.74147178669388,3.16575658438188,24.4480181585302,1.11880938877587e-13,4.65089062914131e-10
ENSG00000004478,FKBP4,0.26960040466382,33.2132255431131,4.66202090546632,123.194271850328,3.69501701802317e-07,8.34101196902564e-06
ENSG00000004660,CAMKK1,0.211211940193816,8.04884712081808,14.7145543727117,38.1079171633581,0.0077039485230453,0.0194525090161769
ENSG00000004777,ARHGAP33,0.355962477328365,5.84190936285106,14.8269686356439,16.4115875546682,2.2106349190744e-08,1.01729992899546e-06
ENSG00000005020,SKAP2,0.264678397370058,6.95676182328937,8.88154188348979,26.2838293280235,4.30930423028489e-07,9.31018230002035e-06
ENSG00000005059,MCUB,0.22229757632073,3.77221865799118,4.09593892724053,16.9692298063953,1.14413359646078e-05,0.000110011488677428
ENSG00000005379,TSPOAP1,0.298038682260514,3.605546934633,14.3627511162131,12.097580445888,3.47993412060866e-07,7.99231278418244e-06
ENSG00000005513,SOX8,0.283335634493706,1.232234523842,19.6024092102633,4.34902770364161,0.0105964173255363,0.0251614471566572
ENSG00000005801,ZNF195,0.278510163326475,2.99777815380775,4.22252665086868,10.7636221170633,1.32424912995427e-08,7.15583138729228e-07
ENSG00000005882,PDK2,0.283714253748116,5.6796272698338,15.6617734292704,20.018829490591,0.000696745664721223,0.0028002304817075
ENSG00000005884,ITGA3,0.253781315514943,40.5224433859269,3.66078101136681,159.674652579145,0.000702667880406033,0.00281767560660567
ENSG00000006047,YBX2,0.379171942877869,2.31804447919592,15.916066863815,6.11343883094894,0.0160534677238623,0.0353465388390337
ENSG00000006327,TNFRSF12A,0.469197453726431,16.0746525676698,2.33036676253289,34.2598887525981,0.00427695452610053,0.0119244131220657
ENSG00000006459,KDM7A,0.251249890728592,14.5453148057439,21.2724903225321,57.8918253996624,0.0112485699885514,0.0264646479441567
ENSG00000006747,SCIN,0.218258680284122,2.55436964735983,13.3339493870967,11.7034046207676,4.07111767242649e-05,0.000291451828317054
ENSG00000007376,RPUSD1,0.329616775622035,7.50060377016392,20.0214512685768,22.7555280097901,0.000439967175088405,0.00192115918785977
ENSG00000007402,CACNA2D2,0.242236195094996,2.7774113987161,15.6080297058394,11.4657159208883,1.44239934602026e-05,0.000130254614367985
ENSG00000007516,BAIAP3,0.233835743123808,1.15578270287254,17.3906500950284,4.9427118687351,4.03064729072815e-05,0.000289052342511045
ENSG00000008083,JARID2,0.301541356092455,21.770017013353,16.6583866591432,72.1957919651928,0.000173375298353437,0.000925187567721742
ENSG00000008405,CRY1,0.262903742491078,6.48287003948858,18.5454560881915,24.658721013485,0.0116325548673032,0.0271615037914507
ENSG00000008441,NFIX,0.245892422810073,104.918793246646,15.8145909111684,426.68575162922,3.61867020290765e-11,1.63037055121323e-08
ENSG00000009694,TENM1,0.254273529719488,1.5747813945483,14.7753454464925,6.19325730163728,9.74486152412573e-06,9.71448185990184e-05
ENSG00000010539,ZNF200,0.290942095581036,1.50545461465442,2.08977950407166,5.17441318227911,1.40673942843568e-07,3.98714713909577e-06
ENSG00000010704,HFE,0.215315622734061,1.49865604379664,13.2429629665257,6.96027545408372,0.00631673796511561,0.0165252861680212
ENSG00000011201,ANOS1,0.200982498206205,2.2707660327964,13.4554091114898,11.2983272327853,0.00321827262757638,0.00949268636199267
ENSG00000011243,AKAP8L,0.258607756676011,12.149073750338,18.4760779147374,46.9787677929498,1.65904726365268e-07,4.46867784557508e-06
ENSG00000012048,BRCA1,0.247727521306268,2.26679815035872,9.77268535177781,9.15036867283007,9.72447632576584e-05,0.000581928715252523
ENSG00000013016,EHD3,0.2800005878695,3.20146181216587,3.56247645460176,11.4337681807225,0.00157916686546205,0.00539408106797513
ENSG00000013375,PGM3,0.205554722396959,4.75663816479004,5.15815824709799,23.1404956759116,1.74851150912765e-05,0.000151850188233502
ENSG00000013441,CLK1,0.251617707389567,20.66704323623,22.2368328379226,82.1366804850194,1.82137909054534e-06,2.7502870035429e-05
ENSG00000013619,MAMLD1,0.232483766281831,1.20539944316874,21.9157231681213,5.18487575475476,0.0195287961897742,0.0414895429783091
ENSG00000016402,IL20RA,0.200094908563103,11.1336055077761,18.3612844081551,55.6416232063443,0.000406379321048096,0.00180998446885386
ENSG00000016602,CLCA4,0.356325734432154,4.9636045473026,12.5153175541479,13.9299637036114,9.36848849224497e-06,9.40695813098124e-05
ENSG00000017483,SLC38A5,0.377473870066875,5.67170848932371,4.47117516161672,15.0254333851477,8.92064541224282e-06,9.09643245593461e-05
ENSG00000018236,CNTN1,0.20050831156437,10.2136822601784,14.2031557394002,50.9389470216523,4.68967104856705e-05,0.000325821101095709
ENSG00000019549,SNAI2,0.231339842098087,11.5961643946391,18.7557697569905,50.1261014508795,0.0145386384357572,0.0326510642773866
