gene_id,gene_name,rel_amp,abs_amp,phase_hour,average_mesor,p,bh_q
ENSG00000000938,FGR,0.326328049923003,1.6096650620537,2.85461737259287,4.93265921343109,0.000881757198925143,0.00441267818129834
ENSG00000001167,NFYA,0.204743234040064,5.16645271515312,2.63838891418646,25.2338141447065,5.65858847463237e-06,0.000122302004969047
ENSG00000002933,TMEM176A,0.312892793004234,3.4148926521408,2.26552657986022,10.91393834723,0.000127511481319416,0.00106581480129654
ENSG00000004777,ARHGAP33,0.247512864346419,4.24994409922688,15.2129213311194,17.1705988310921,7.79796238835808e-05,0.00074348921211937
ENSG00000004799,PDK4,0.374259691483865,7.9019371811986,8.57597976537556,21.113513854161,0.00350797255016163,0.0124248581860454
ENSG00000005001,PRSS22,0.334450464538398,3.26348423668405,3.5051728185517,9.75775064683569,0.0025943026592596,0.00990616915603994
ENSG00000005102,MEOX1,0.258630787678599,2.02303818817875,3.08126427139745,7.82210890798037,0.007632920209061,0.0225195523840075
ENSG00000006283,CACNA1G,0.275098370369921,2.68703344274823,0.880439630833011,9.76753675107205,0.00941408936076995,0.02659187053639
ENSG00000006327,TNFRSF12A,0.562446011862629,19.160385097381,2.1832382954939,34.0661764743043,0.000137442580029053,0.00111929832061868
ENSG00000007376,RPUSD1,0.259875707514552,5.8364950991824,19.6581988767755,22.4587944560212,0.00662388465452268,0.0202169519154558
ENSG00000007968,E2F2,0.236497137314452,3.03035162447784,15.9296619589901,12.8134812069569,0.000106410762512675,0.000941968322828124
ENSG00000008196,TFAP2B,0.258386264940505,5.80101829079894,13.9052388359824,22.4509545510658,6.17880582218706e-06,0.000128795449508332
ENSG00000008405,CRY1,0.22378698912325,5.53592011669548,21.7341881749493,24.7374529608895,0.00747833160281234,0.0221736265855142
ENSG00000008513,ST3GAL1,0.31850732756136,9.74935789638561,1.7108937454228,30.6095246568776,0.00282726757041637,0.0105470696591871
ENSG00000008517,IL32,0.219005703471304,2.184310289604,3.33159438477856,9.97375983813229,0.0109614354338547,0.0299518100998253
