gene_id,gene_name,rel_amp_PROTECTED,rel_amp_EXPOSED,abs_amp_PROTECTED,abs_amp_EXPOSED,phase_hour_PROTECTED,phase_hour_EXPOSED,average_mesor_PROTECTED,average_mesor_EXPOSED,p_PROTECTED,p_EXPOSED,bh_q_PROTECTED,bh_q_EXPOSED
ENSG00000001167,NFYA,0.39845650160788,0.204743234040064,9.74147178669388,5.16645271515312,3.16575658438188,2.63838891418646,24.4480181585302,25.2338141447065,1.11880938877587e-13,5.65858847463237e-06,4.65089062914131e-10,0.000122302004969047
ENSG00000004478,FKBP4,0.26960040466382,0.17979080205635,33.2132255431131,21.3528901769872,4.66202090546632,2.34391591602914,123.194271850328,118.765197845298,3.69501701802317e-07,1.07788638115678e-05,8.34101196902564e-06,0.00018798018869805
ENSG00000005020,SKAP2,0.264678397370058,0.0869898028579086,6.95676182328937,1.69934126263734,8.88154188348979,6.27842845458855,26.2838293280235,19.5349478537512,4.30930423028489e-07,0.0305233142650415,9.31018230002035e-06,0.0656530272851556
ENSG00000006283,CACNA1G,0.00862898250721433,0.275098370369921,0.0430736843475024,2.68703344274823,11.0321785831924,0.880439630833011,4.99174547074238,9.76753675107205,0.989477249158919,0.00941408936076995,0.991863256511605,0.02659187053639
ENSG00000007968,E2F2,0.0537993517811558,0.236497137314452,0.60877732798629,3.03035162447784,11.349266167436,15.9296619589901,11.3157000564368,12.8134812069569,0.725735888464989,0.000106410762512675,0.774751948728547,0.000941968322828124
ENSG00000011243,AKAP8L,0.258607756676011,0.110708173621146,12.149073750338,5.28576582240515,18.4760779147374,21.8037138109662,46.9787677929498,47.7450367891856,1.65904726365268e-07,0.012180240324508,4.46867784557508e-06,0.0325755473057988
ENSG00000013441,CLK1,0.251617707389567,0.0320323240582186,20.66704323623,2.64133023663237,22.2368328379226,22.9604724730468,82.1366804850194,82.4582765781144,1.82137909054534e-06,0.677510951517327,2.7502870035429e-05,0.73457998468638
ENSG00000023902,PLEKHO1,0.0538848564030798,0.312139293985806,0.944833318751504,6.47603492217803,6.01530709867367,2.67899201752161,17.5343015054876,20.7472594670267,0.81503109093997,2.70429064888907e-05,0.849764193529907,0.000356444817770407
ENSG00000025156,HSF2,0.262899705428794,0.0128267457203536,3.12570288720884,0.133650483570061,15.8297704032057,1.38478470216632,11.8893358290789,10.4196720262399,0.000277627706111337,0.972572616102257,0.00133370382238616,0.97758951361419
ENSG00000038427,VCAN,0.228636572041639,0.498681713776628,11.6109404947379,42.6851418432101,4.44228812922161,2.24867502526677,50.7833912617591,85.595963645721,0.108807201267127,7.16918596916906e-06,0.170696258041582,0.0001435103021212
ENSG00000044459,CNTLN,0.284382463506481,0.0788024774863178,1.78564822093123,0.498042144945582,12.6384157904575,13.1285234674751,6.27903773992917,6.32013308251705,5.57863167377217e-06,0.111006772725457,6.45971361222031e-05,0.178305701012258
ENSG00000047621,FERRY3,0.217818713066369,0.105024094125448,2.56709832665355,1.18198027768847,4.53668608329433,3.20173271160873,11.785481102679,11.2543725088134,8.3980119341309e-07,0.00138729767445795,1.52005234877426e-05,0.00619219373592164
ENSG00000053254,FOXN3,0.271517083317474,0.150209620221479,61.469032239948,29.4187438124249,15.3814761969048,15.2565035725423,226.391030313458,195.851262848864,1.33285238464667e-10,0.000710685537458563,3.32440041778573e-08,0.00376783992362236
ENSG00000055147,FAM114A2,0.2207964952863,0.0978732204078496,3.39216143022271,1.43470609757813,4.19587824281145,4.33347903922691,15.3632938141712,14.6588218064097,1.48668079851586e-09,0.000157294497743298,1.68436687591728e-07,0.00123217316668132
ENSG00000060642,PIGV,0.236750228105961,0.0255753493746382,3.6810395235273,0.36646924621584,4.23974427403323,3.49446697726719,15.5481984240361,14.3290025425517,0.000131399823337452,0.854110898545675,0.000738331578237337,0.881902385805855
ENSG00000064102,INTS13,0.347884145057092,0.164154073011707,6.49572924326927,3.1247016395676,2.71676372074334,1.78671633068309,18.6721048819378,19.0351758091604,4.04025133011703e-10,0.000362356221897494,6.99805199137354e-08,0.00227272258656197
ENSG00000064309,CDON,0.341058751739436,0.153718210510662,22.1139116349866,8.89488997737367,15.4450499853221,13.5439327833119,64.8390094733042,57.8649071429096,2.62854830921992e-09,0.000863609905973978,2.32486708966536e-07,0.00434803356374707
ENSG00000065809,FAM107B,0.230465993092133,0.0299891138858813,10.7337621950637,1.21085376849275,14.7708415298613,18.7148713226113,46.5741693646434,40.37644370222,1.47508266742061e-06,0.646778143100869,2.3494249794218e-05,0.706983103042417
ENSG00000068383,INPP5A,0.223849069015707,0.111924582892942,11.0281834799733,5.12975867550321,15.0047738517206,15.7548225055265,49.2661574536164,45.832278690821,2.91657720516688e-09,0.00155034616634584,2.52587738372473e-07,0.00675772374955965
ENSG00000068784,SRBD1,0.25956935943318,0.0635067742247699,2.66803959811658,0.596487863457448,6.38450261832719,3.70022379302642,10.2787154999448,9.39250766140783,5.46093109194707e-06,0.286135630718346,6.37020126380628e-05,0.373263331661976
ENSG00000070718,AP3M2,0.229521100884658,0.0645026691602174,3.60242662307224,0.985357071986048,4.53109544897452,8.221371781162,15.6954049505129,15.276221663611,5.77377520082981e-08,0.16829258399435,2.02808530189968e-06,0.246306397722513
ENSG00000071282,LMCD1,0.164642610912977,0.296034462354493,3.28227792944901,7.39412332660911,13.3719436796662,3.74484562788721,19.9357742886128,24.9772383519148,0.361292295853893,0.00501416889414028,0.452240913539486,0.0163778513131409
ENSG00000071994,PDCD2,0.296795856113872,0.0937953685867955,12.2012530774121,3.46221518073595,5.52513870743574,5.54752873057194,41.1099172244873,36.9124321691014,1.32804413866235e-09,0.0314733118031091,1.60796489837458e-07,0.0671511995944164
ENSG00000074842,MYDGF,0.124725492936989,0.210803934676931,8.5375494776043,14.1543556913774,5.60348897005795,3.53200897795325,68.4507174641308,67.144646579153,0.000125259880857387,9.43742833345453e-10,0.000712969408567992,6.38186705232937e-07
ENSG00000075213,SEMA3A,0.278141819225866,0.560747031696482,1.14255868860261,4.72189652106907,3.55256343800065,2.16213553500189,4.10782776851972,8.42072495111292,0.148792819244944,4.69088783889327e-05,0.22018034516503,0.000515419050562449
ENSG00000080824,HSP90AA1,0.27886825616528,0.162439157659053,227.37540523249,115.429572372309,6.47740817700423,4.22988598232413,815.350618815962,710.601889567701,1.11435710836657e-06,2.18391617784375e-05,1.87553836689486e-05,0.000304308588311614
ENSG00000082212,ME2,0.375840417184049,0.212338782417175,9.55628561224577,4.70243653511701,4.92115619054794,3.84129199761034,25.4264447763372,22.1459145690979,5.59135324025072e-10,1.7115071239427e-05,8.93971362297009e-08,0.000256249246195228
ENSG00000082512,TRAF5,0.235310425422655,0.0277752771642353,2.25557338287611,0.311824714240439,14.8662672178228,12.6192593713995,9.58552252338474,11.2267003636586,5.23862376552904e-05,0.75950497571418,0.000356220703271062,0.803579074584842
ENSG00000085185,BCORL1,0.252888505211132,0.0572198491273842,3.39121618079901,0.891703542553975,0.576035737571126,1.95524375399027,13.4099261568561,15.5838149899494,2.18490794937361e-05,0.279997235675261,0.000180809469387115,0.367172135123772
ENSG00000085465,OVGP1,0.348579886570003,0.074917559108869,1.77281951361995,0.391149877502662,18.9743433138538,20.5233737809021,5.08583421454504,5.22107076305368,4.58578045945723e-06,0.41634594811373,5.50956340172361e-05,0.49989112123741
ENSG00000085831,TTC39A,0.2987786924023,0.0624234439084222,5.36442884939512,0.8893981610552,3.78037341801898,8.42447714024897,17.9545228150741,14.2478226987922,0.000244349767958518,0.506951078361379,0.00120972050663385,0.584521717663162
ENSG00000087266,SH3BP2,0.247785925342161,0.150364112823738,48.6201866596587,25.8443682700461,15.929131365127,12.5586243125882,196.218516417025,171.878567197359,2.09265642143074e-06,0.000154469201119297,3.02755431921842e-05,0.00121740876426687
ENSG00000087903,RFX2,0.599971692890084,0.266017347941062,16.9226090911018,6.61270567220085,14.6132219021044,14.9163525765239,28.2056791872714,24.8581745641113,7.55762009560664e-08,0.00685974384918524,2.44173782933447e-06,0.0207087546703435
ENSG00000088986,DYNLL1,0.202351866664069,0.0928125308644361,64.4248851735112,27.2157338252308,3.66924613858816,2.09985922413485,318.380483637766,293.233398246436,2.81335512558695e-08,0.000549633292887594,1.2098397162481e-06,0.0031142556999551
ENSG00000090263,MRPS33,0.205547224673013,0.0753874422066629,5.34545756326216,1.83991387415823,4.8004135777144,3.39274022693109,26.0059826726719,24.4061055833993,2.48935369260248e-09,0.0325338363123473,2.26603867886463e-07,0.068931272961482
ENSG00000090339,ICAM1,0.218252784446023,0.5386290141273,2.54823686965478,11.9071061912767,22.8488391888055,1.77309243536288,11.6756213494495,22.1063215663733,0.182750062530293,0.00156624540798333,0.259694169304385,0.00679457552515436
ENSG00000092096,SLC22A17,0.26680866583755,0.125743105580331,2.29044946623246,1.06098983114398,17.4828555782194,16.3514567177207,8.5846142179918,8.43775749173116,1.78012971950368e-08,0.00480720022882963,8.87999909277215e-07,0.0158306295362383
