Item ID	Item value	Change in Kuiper test statistic when item removed
BCAR3	10.9382056153749	-0.012820512820512664
TGIF1	15.0551482717875	-0.012820512820512664
SLC20A1	17.5258847873055	0.006227106227106205
SMURF1	12.2659525017181	-0.012820512820512664
SERPINE1	20.6704257543274	0.0705128205128207
THBS1	21.2063430361973	0.0705128205128207
SMAD7	13.1422671277743	-0.012820512820512664
SKI	10.4040767333833	-0.012820512820512664
BMP2	9.41478171544503	0.0069073783359496765
ID2	9.58821152940287	-0.012820512820512664
ID1	15.9856831207915	-0.012820512820512664
ID3	14.8264310823821	-0.012820512820512664
JUNB	14.957165033338	-0.012820512820512664
