Item ID	Item value	Change in Kuiper test statistic when item removed
IFITM3	3.65737186475104	0.01960784313725522
BTG2	20.5628369365647	-0.010695187165775055
CDKN1A	21.040253963567	-0.010695187165775055
CDKN1B	17.4053621366473	0.01960784313725522
SLC20A1	23.5258847873055	-0.010695187165775055
BRCA1	9.77268535177781	0.01960784313725522
SAT1	3.06761836520386	-0.010695187165775055
CASP9	20.9666934061972	-0.010695187165775055
CASP7	1.80124796558313	-0.010695187165775055
GNA15	3.14556921656997	-0.010695187165775055
BCL2L11	21.3497145150117	-0.010695187165775055
CASP4	4.50956437440905	0.01960784313725522
CASP1	6.66609236338702	0.01960784313725522
TNFSF10	3.21802084699898	0.00427079922878254
HMOX1	5.06511650990189	0.01960784313725522
PMAIP1	23.3223069169975	-0.010695187165775055
TIMP1	4.87678177971686	0.01960784313725522
IER3	20.5984230901024	-0.010695187165775055
DFFA	3.89464087070999	0.01960784313725522
JUN	21.9131694027589	-0.010695187165775055
TNFRSF12A	2.33036676253289	-0.010695187165775055
GADD45A	23.9168514546077	-0.010695187165775055
H1-0	16.0272786895358	0.01960784313725522
CDC25B	2.74253848941211	-0.010695187165775055
EREG	13.2581642832479	0.01960784313725522
SMAD7	19.1422671277743	-0.008345156244313368
DNAJA1	3.13371924151863	-0.010695187165775055
ISG20	2.61162912171488	-0.010695187165775055
BMP2	15.414781715445	0.01960784313725522
WEE1	12.8499760630988	0.01960784313725522
DDIT3	22.0256985086469	-0.010695187165775055
RARA	19.1996647721448	-0.008345156244313368
ATF3	22.8669219099441	-0.010695187165775055
BIRC3	2.95745883132372	-0.010695187165775055
