Item ID	Item value	Change in Kuiper test statistic when item removed
NOP56	2.81296070239374	-0.009523809523809712
NOP16	2.88913746347931	-0.009523809523809712
NIP7	2.42940497348	-0.009523809523809712
PUS1	2.80886240601774	-0.009523809523809712
NOP2	1.95479593873655	-0.009523809523809712
NOLC1	1.75134207186119	-0.009523809523809712
HSPE1	3.0068650583645	-0.009523809523809712
PPRC1	0.3694644131399	0.061904761904761685
BYSL	1.5368378158149	0.00981023988542773
HSPD1	3.05858450240049	0.009810239885427952
RRP9	2.71956281386955	-0.009523809523809712
SRM	1.82964635869838	-0.009523809523809712
NDUFAF4	2.76422360114129	-0.009523809523809712
MCM5	13.387074943688	0.061904761904761685
RRP12	1.64464994080537	-0.009523809523809712
